Fjord_ID,Fjord_Latitude,Fjord_Longitude,Glacier_ID,Glacier_Point_Latitude,Glacier_Point_Longitude,Fjord_Area_km2,Fjord_Mouth_Length_km,MaxDepth_m_Bedmachine_v5,MeanDepth_m_Bedmachine_v5,Depth_StdDev_m_Bedmachine_v5,FjordMouth1kmBuffer_MaxDepth_m_Bedmachine_v5,FjordMouth1kmBuffer_MeanDepth_m_Bedmachine_v5,FjordMouth1kmBuffer_Depth_StdDev_m_Bedmachine_v5,FjordMouth2kmBuffer_MaxDepth_m_Bedmachine_v5,FjordMouth2kmBuffer_MeanDepth_m_Bedmachine_v5,FjordMouth2kmBuffer_Depth_StdDev_m_Bedmachine_v5,Mankoff_Glacier_ID,Median,Fjord_Cumulative_Solid_Ice_Discharge_Gt_2015_2019,Fjord_Cumulative_Solid_Ice_Discharge_Error_Gt_2015_2019,Median,Fjord_Mean_Annual_Solid_Ice_Discharge_GtPerYr_2015_2019 updated,Fjord_Mean_Annual_Solid_Ice_Discharge_GtPerYr_2015_2019,Fjord_Mean_Annual_Solid_Ice_Discharge_Error_GtPerYr_2015_2019,Median,Fjord_Mean_Hydroyear_Discharge_GtPerYr Updated,Fjord_Mean_Hydroyear_Discharge_GtPerYr,Fjord_Mean_Hydroyear_Discharge_Error_GtPerYr,Median,Fjord_Mean_Winter_Discharge_GtPerYr updated,Fjord_Mean_Winter_Discharge_GtPerYr,Fjord_Mean_Winter_Discharge_Error_GtPerYr,Median,Fjord_Mean_Spring_Discharge_GtPerYr Updated,Fjord_Mean_Spring_Discharge_GtPerYr,Fjord_Mean_Spring_Discharge_Error_GtPerYr,Median,Fjord_Mean_Summer_Discharge_GtPerYr Updated,Fjord_Mean_Summer_Discharge_GtPerYr,Fjord_Mean_Summer_Discharge_Error_GtPerYr,Median ,Autumn Updated,Fjord_Mean_Autumn_Discharge_GtPerYr,Fjord_Mean_Autumn_Discharge_Error_GtPerYr,Median,Glacier_Cumulative_Solid_Ice_Discharge_Gt_2015_2019 Updated,Glacier_Cumulative_Solid_Ice_Discharge_Gt_2015_2019,Glacier_Cumulative_Solid_Ice_Discharge_Error_Gt_2015_2019,Median,Glacier_Mean_Annual_Solid_Ice_Discharge_GtPerYr_2015_2019 Updated,Glacier_Mean_Annual_Solid_Ice_Discharge_GtPerYr_2015_2019,Glacier_Mean_Annual_Solid_Ice_Discharge_Error_GtPerYr_2015_2019,Median,Hydroyear Updated,Glacier_Mean_Hydroyear_Discharge_GtPerYr,Glacier_Mean_Hydroyear_Discharge_Error_GtPerYr,Median,Winter Updated,Glacier_Mean_Winter_Discharge_GtPerYr,Glacier_Mean_Winter_Discharge_Error_GtPerYr,Median,Spring Update,Glacier_Mean_Spring_Discharge_GtPerYr,Glacier_Mean_Spring_Discharge_Error_GtPerYr,Median ,Summer Updated,Glacier_Mean_Summer_Discharge_GtPerYr,Glacier_Mean_Summer_Discharge_Error_GtPerYr,Median,Autumn Updated,Glacier_Mean_Autumn_Discharge_GtPerYr,Glacier_Mean_Autumn_Discharge_Error_GtPerYr,Cumulative_FWF_m3_MAR,AnnualMean_FWF_m3_MAR,Mean_Winter_FWF_m3_MAR,Mean_Spring_FWF_m3_MAR,Mean_Summer_FWF_m3_MAR,Mean_Autumn_FWF_m3_MAR
18,68.32793,-32.205442,152,68.639405,-32.601,879.93,18.26,962.0927,452.3745,308.0791,886.5626,413.7238,253.6528,898.957947,397.8163,257.4654,,32.61,140.91,6.12,6.952,28.167,28.167,1.236,6.9705,28.333,28.333,1.242,6.981,28.467,28.467,1.251,7.096,28.12,28.12,1.231,6.7965,28.056,28.056,1.231,6.828,28.225,28.225,1.242,7.7625,5.413,,,1.5515,1.082,,,1.5755,1.088,,,1.5545,1.074,,,1.645,1.081,,,1.5815,1.094,,,1.582,1.08,,,4.24E+10,8.48E+09,1.30E+08,3.37E+08,7.10E+09,9.12E+08
19,67.821499,-32.461298,156,67.847645,-32.6348,190.15,26.69,436.6381,125.7101,133.2978,436.878,84.46511,130.4733,436.878021,81.65103,127.1155,205,32.61,9.31,0.516,6.731,1.86,1.86,0.104,6.718,1.859,1.859,0.104,6.791,1.856,1.856,0.103,7.015,1.856,1.856,0.104,6.587,1.903,1.903,0.106,6.51,1.835,1.835,0.104,7.7625,1.114,1.114,0.246,1.5515,0.223,0.223,0.05,1.5755,0.225,0.225,0.051,1.5545,0.227,0.227,0.051,1.645,0.22,0.22,0.05,1.5815,0.221,0.221,0.05,1.582,0.226,0.226,0.051,1.37E+10,2.73E+09,20583048,1.06E+08,2.18E+09,4.25E+08
19,67.821499,-32.461298,155,67.88491,-32.4806,190.15,26.69,436.6381,125.7101,133.2978,436.878,84.46511,130.4733,436.878021,81.65103,127.1155,203_204,32.61,9.31,0.516,6.952,1.86,1.86,0.104,6.9705,1.859,1.859,0.104,6.981,1.856,1.856,0.103,7.096,1.856,1.856,0.104,6.7965,1.903,1.903,0.106,6.828,1.835,1.835,0.104,8.191,8.191,8.191,0.451,1.637,1.637,1.637,0.091,1.634,1.634,1.634,0.091,1.629,1.629,1.629,0.09,1.654,1.636,1.636,0.091,1.66,1.682,1.682,0.094,1.609,1.609,1.609,0.09,1.37E+10,2.73E+09,20583048,1.06E+08,2.18E+09,4.25E+08
19,67.821499,-32.461298,157,67.769821,-32.748,190.15,26.69,436.6381,125.7101,133.2978,436.878,84.46511,130.4733,436.878021,81.65103,127.1155,,32.61,9.31,0.516,7.173,1.86,1.86,0.104,7.223,1.859,1.859,0.104,7.171,1.856,1.856,0.103,7.177,1.856,1.856,0.104,7.006,1.903,1.903,0.106,7.146,1.835,1.835,0.104,7.8405,5.413,,,1.567,1.082,,,1.5915,1.088,,,1.593,1.074,,,1.661,1.081,,,1.5815,1.094,,,1.5945,1.08,,,1.37E+10,2.73E+09,20583048,1.06E+08,2.18E+09,4.25E+08
20,67.664176,-33.181368,158,67.762935,-33.37,128.03,18.99,585.6863,93.4833,121.9842,594.9694,301.026,169.4036,634.017578,322.2508,192.3972,206_207_208,33.14,15.61,1.624,7.173,3.12,3.12,0.327,7.223,3.121,3.121,0.327,7.171,3.14,3.14,0.333,7.177,3.152,3.152,0.33,7.006,3.14,3.14,0.327,7.146,3.06,3.06,0.32,7.8405,5.571,5.571,1.444,1.567,1.114,1.114,0.291,1.5915,1.112,1.112,0.291,1.593,1.135,1.135,0.298,1.661,1.132,1.132,0.294,1.5815,1.108,1.108,0.29,1.5945,1.083,1.083,0.284,1.33E+10,2.67E+09,30863941,1.10E+08,2.14E+09,3.82E+08
20,67.664176,-33.181368,159,67.622887,-33.3839,128.03,18.99,585.6863,93.4833,121.9842,594.9694,301.026,169.4036,634.017578,322.2508,192.3972,209,33.67,15.61,1.624,7.173,3.12,3.12,0.327,7.223,3.121,3.121,0.327,7.171,3.14,3.14,0.333,7.177,3.152,3.152,0.33,7.006,3.14,3.14,0.327,7.146,3.06,3.06,0.32,8.347,10.037,10.037,0.738,1.668,2.006,2.006,0.149,1.666,2.009,2.009,0.149,1.706,2.006,2.006,0.149,1.668,2.019,2.019,0.149,1.66,2.032,2.032,0.151,1.634,1.977,1.977,0.147,1.33E+10,2.67E+09,30863941,1.10E+08,2.14E+09,3.82E+08
21,67.478084,-33.370964,161,67.431103,-33.614,102.82,16.69,670.2293,184.3987,175.3505,671.1473,354.3333,193.7887,671.147339,350.5918,217.1583,211,33.67,62.75,2.445,7.173,12.543,12.543,0.493,7.223,12.621,12.621,0.496,7.171,12.746,12.746,0.5,7.177,12.476,12.476,0.488,7.006,12.546,12.546,0.494,7.146,12.513,12.513,0.494,7.8405,25.094,25.094,1.49,1.567,5.016,5.016,0.301,1.5915,5.078,5.078,0.305,1.593,5.167,5.167,0.311,1.661,4.953,4.953,0.296,1.5815,4.952,4.952,0.297,1.5945,5.061,5.061,0.305,5.75E+09,1.15E+09,16182159,56338437,8.80E+08,1.98E+08
21,67.478084,-33.370964,160,67.57681,-33.4582,102.82,16.69,670.2293,184.3987,175.3505,671.1473,354.3333,193.7887,671.147339,350.5918,217.1583,210,33.67,62.75,2.445,7.173,12.543,12.543,0.493,7.223,12.621,12.621,0.496,7.171,12.746,12.746,0.5,7.177,12.476,12.476,0.488,7.006,12.546,12.546,0.494,7.146,12.513,12.513,0.494,7.334,37.653,37.653,1.935,1.466,7.527,7.527,0.39,1.517,7.543,7.543,0.391,1.48,7.579,7.579,0.391,1.654,7.522,7.522,0.388,1.503,7.594,7.594,0.395,1.555,7.452,7.452,0.388,5.75E+09,1.15E+09,16182159,56338437,8.80E+08,1.98E+08
22,67.272255,-33.493729,162,67.226098,-33.7733,168.62,17.26,491.6836,79.44147,129.8582,494.5621,118.8338,155.0041,495.530365,123.0599,154.0138,212,33.14,3.97,0.193,7.173,0.794,0.794,0.039,7.223,0.797,0.797,0.039,7.171,0.775,0.775,0.037,7.177,0.795,0.795,0.039,7.006,0.807,0.807,0.04,7.146,0.798,0.798,0.039,7.285,3.97,3.97,0.193,1.456,0.794,0.794,0.039,1.472,0.797,0.797,0.039,1.4685,0.775,0.775,0.037,1.531,0.795,0.795,0.039,1.4545,0.807,0.807,0.04,1.476,0.798,0.798,0.039,1.28E+10,2.57E+09,44696593,80407153,1.99E+09,4.54E+08
23,66.959798,-33.800912,,,,348.06,49,143.6222,4.07598,16.21109,224.5908,25.95293,41.80099,404.481415,35.74585,54.53546,,33.67,33.67,,7.173,6.1025,,,7.223,6.22,,,7.171,6.366,,,7.177,6.1785,,,7.006,5.9795,,,7.146,6.0615,,,7.334,5.413,,,1.466,1.082,,,1.517,1.088,,,1.48,1.074,,,1.654,1.081,,,1.503,1.094,,,1.555,1.08,,,7.46E+09,1.49E+09,47986714,74381343,1.08E+09,2.89E+08
24,66.621574,-34.418536,803,66.74568,-34.4751,121.99,9.1,567.0587,223.8455,174.9149,467.1453,196.8914,140.3052,468.369995,209.4688,139.8581,218,33.67,7.28,2.278,7.173,1.456,1.456,0.459,7.223,1.461,1.461,0.461,7.171,1.488,1.488,0.47,7.177,1.456,1.456,0.459,7.006,1.443,1.443,0.455,7.146,1.443,1.443,0.455,7.334,0.238,0.238,0.082,1.466,0.048,0.048,0.017,1.517,0.047,0.047,0.017,1.48,0.048,0.048,0.017,1.654,0.048,0.048,0.017,1.503,0.048,0.048,0.017,1.555,0.046,0.046,0.016,1.66E+10,3.32E+09,50997408,1.12E+08,2.78E+09,3.71E+08
24,66.621574,-34.418536,210,66.702,-34.305,121.99,9.1,567.0587,223.8455,174.9149,467.1453,196.8914,140.3052,468.369995,209.4688,139.8581,223_216,33.67,7.28,2.278,7.173,1.456,1.456,0.459,7.223,1.461,1.461,0.461,7.171,1.488,1.488,0.47,7.177,1.456,1.456,0.459,7.006,1.443,1.443,0.455,7.146,1.443,1.443,0.455,7.8405,7.045,7.045,2.277,1.567,1.408,1.408,0.459,1.5915,1.414,1.414,0.461,1.593,1.44,1.44,0.469,1.661,1.408,1.408,0.459,1.5815,1.396,1.396,0.454,1.5945,1.397,1.397,0.455,1.66E+10,3.32E+09,50997408,1.12E+08,2.78E+09,3.71E+08
24,66.621574,-34.418536,163,66.622645,-34.5777,121.99,9.1,567.0587,223.8455,174.9149,467.1453,196.8914,140.3052,468.369995,209.4688,139.8581,,33.67,7.28,2.278,7.173,1.456,1.456,0.459,7.223,1.461,1.461,0.461,7.171,1.488,1.488,0.47,7.177,1.456,1.456,0.459,7.006,1.443,1.443,0.455,7.146,1.443,1.443,0.455,8.347,5.413,,,1.668,1.082,,,1.666,1.088,,,1.706,1.074,,,1.668,1.081,,,1.66,1.094,,,1.634,1.08,,,1.66E+10,3.32E+09,50997408,1.12E+08,2.78E+09,3.71E+08
24,66.621574,-34.418536,164,66.574644,-34.5771,121.99,9.1,567.0587,223.8455,174.9149,467.1453,196.8914,140.3052,468.369995,209.4688,139.8581,,34.91,7.28,2.278,7.1995,1.456,1.456,0.459,7.2455,1.461,1.461,0.461,7.171,1.488,1.488,0.47,7.177,1.456,1.456,0.459,7.1795,1.443,1.443,0.455,7.206,1.443,1.443,0.455,8.347,5.413,,,1.668,1.082,,,1.666,1.088,,,1.706,1.074,,,1.668,1.081,,,1.66,1.094,,,1.634,1.08,,,1.66E+10,3.32E+09,50997408,1.12E+08,2.78E+09,3.71E+08
25,66.461892,-34.598819,166,66.481089,-34.699,66.21,12.7,467.0356,144.2377,108.2557,360.8279,184.9422,81.48618,360.827881,171.9503,83.05661,225,36.15,27.38,0.872,7.226,5.474,5.474,0.179,7.268,5.722,5.722,0.188,7.171,5.941,5.941,0.198,7.177,5.342,5.342,0.174,7.353,5.372,5.372,0.174,7.266,5.613,5.613,0.184,8.347,0.487,0.487,0.189,1.668,0.097,0.097,0.038,1.666,0.099,0.099,0.039,1.706,0.099,0.099,0.039,1.668,0.098,0.098,0.038,1.66,0.096,0.096,0.038,1.634,0.098,0.098,0.038,1.36E+10,2.72E+09,26280659,87855337,2.33E+09,2.81E+08
25,66.461892,-34.598819,165,66.508454,-34.5217,66.21,12.7,467.0356,144.2377,108.2557,360.8279,184.9422,81.48618,360.827881,171.9503,83.05661,224,36.15,27.38,0.872,7.226,5.474,5.474,0.179,7.268,5.722,5.722,0.188,7.3365,5.941,5.941,0.198,7.2715,5.342,5.342,0.174,7.353,5.372,5.372,0.174,7.266,5.613,5.613,0.184,8.443,26.894,26.894,0.851,1.6875,5.376,5.376,0.175,1.6855,5.623,5.623,0.184,1.7165,5.842,5.842,0.194,1.7335,5.244,5.244,0.169,1.663,5.276,5.276,0.17,1.641,5.515,5.515,0.18,1.36E+10,2.72E+09,26280659,87855337,2.33E+09,2.81E+08
26,66.334414,-34.910091,167,66.37795,-34.8889,21.19,4.5,124.6893,7.221035,23.39068,79.90375,7.566188,17.59165,179.315521,32.044,46.71548,,36.15,36.15,,7.226,6.1025,,,7.268,6.22,,,7.502,6.366,,,7.366,6.1785,,,7.353,5.9795,,,7.266,6.0615,,,8.347,5.413,,,1.668,1.082,,,1.666,1.088,,,1.706,1.074,,,1.668,1.081,,,1.66,1.094,,,1.634,1.08,,,1.42E+09,2.83E+08,10142587,17001933,2.06E+08,50484993
27,66.334399,-35.159251,168,66.378546,-35.2808,69.91,4.11,287.8087,82.30619,75.94723,195.2162,41.17645,45.84186,287.808655,72.96244,73.95421,226,36.15,0.46,0.162,7.226,0.093,0.093,0.033,7.268,0.094,0.094,0.034,7.502,0.102,0.102,0.036,7.366,0.096,0.096,0.034,7.353,0.078,0.078,0.028,7.266,0.095,0.095,0.034,8.347,0.464,0.464,0.162,1.668,0.093,0.093,0.033,1.666,0.094,0.094,0.034,1.706,0.102,0.102,0.036,1.668,0.096,0.096,0.034,1.66,0.078,0.078,0.028,1.634,0.095,0.095,0.034,1.50E+09,3.01E+08,20054315,33032735,1.89E+08,58833674
28,66.307724,-35.627106,169,66.444539,-35.9572,218.55,16.06,612.735,180.2051,184.0736,617.2323,138.817,191.7461,622.868958,156.0701,196.9498,227,36.15,1.46,0.587,7.226,0.292,0.292,0.123,7.268,0.31,0.31,0.132,7.502,0.322,0.322,0.138,7.366,0.304,0.304,0.126,7.353,0.271,0.271,0.113,7.266,0.291,0.291,0.125,8.443,1.46,1.46,0.587,1.6875,0.292,0.292,0.123,1.6855,0.31,0.31,0.132,1.7165,0.322,0.322,0.138,1.7335,0.304,0.304,0.126,1.663,0.271,0.271,0.113,1.641,0.291,0.291,0.125,9.52E+09,1.90E+09,52424417,1.12E+08,1.52E+09,2.25E+08
29,65.797054,-36.952589,172,66.094455,-36.6867,1134.25,70.77,583.63,115.7044,152.7347,574.2802,102.9085,171.8451,574.280212,102.0116,170.8704,,36.15,36.15,,7.226,6.1025,,,7.268,6.22,,,7.502,6.366,,,7.366,6.1785,,,7.353,5.9795,,,7.266,6.0615,,,8.539,5.413,,,1.707,1.082,,,1.705,1.088,,,1.727,1.074,,,1.799,1.081,,,1.666,1.094,,,1.648,1.08,,,1.63E+10,3.26E+09,2.14E+08,3.40E+08,2.12E+09,5.88E+08
29,65.797054,-36.952589,171,66.087727,-36.5424,1134.25,70.77,583.63,115.7044,152.7347,574.2802,102.9085,171.8451,574.280212,102.0116,170.8704,,36.15,36.15,,7.226,6.1025,,,7.268,6.22,,,7.502,6.366,,,7.366,6.1785,,,7.353,5.9795,,,7.266,6.0615,,,8.539,5.413,,,1.707,1.082,,,1.705,1.088,,,1.727,1.074,,,1.799,1.081,,,1.666,1.094,,,1.648,1.08,,,1.63E+10,3.26E+09,2.14E+08,3.40E+08,2.12E+09,5.88E+08
29,65.797054,-36.952589,170,66.088739,-36.3135,1134.25,70.77,583.63,115.7044,152.7347,574.2802,102.9085,171.8451,574.280212,102.0116,170.8704,,36.15,36.15,,7.226,6.1025,,,7.268,6.22,,,7.502,6.366,,,7.366,6.1785,,,7.353,5.9795,,,7.266,6.0615,,,8.539,5.413,,,1.707,1.082,,,1.705,1.088,,,1.727,1.074,,,1.799,1.081,,,1.666,1.094,,,1.648,1.08,,,1.63E+10,3.26E+09,2.14E+08,3.40E+08,2.12E+09,5.88E+08
30,66.083043,-37.764495,173,66.508519,-36.7528,1424.32,10.8,922.3846,386.7019,281.6555,921.9622,413.9056,338.9262,922.018311,408.7922,342.5226,228,36.15,172.39,9.88,7.226,34.46,34.46,1.996,7.268,34.917,34.917,2.025,7.502,34.372,34.372,1.996,7.366,33.761,33.761,1.94,7.353,34.43,34.43,1.996,7.266,35.575,35.575,2.071,8.539,10.479,10.479,1.395,1.707,2.095,2.095,0.283,1.705,2.07,2.07,0.28,1.727,2.147,2.147,0.287,1.799,2.242,2.242,0.298,1.666,1.967,1.967,0.273,1.648,1.996,1.996,0.27,6.23E+10,1.25E+10,2.15E+08,7.73E+08,1.03E+10,1.21E+09
30,66.083043,-37.764495,174,66.371209,-37.5604,1424.32,10.8,922.3846,386.7019,281.6555,921.9622,413.9056,338.9262,922.018311,408.7922,342.5226,230,36.15,172.39,9.88,7.226,34.46,34.46,1.996,7.268,34.917,34.917,2.025,7.502,34.372,34.372,1.996,7.366,33.761,33.761,1.94,7.353,34.43,34.43,1.996,7.266,35.575,35.575,2.071,8.443,15.465,15.465,1.149,1.6875,3.092,3.092,0.237,1.6855,3.207,3.207,0.248,1.7165,3.197,3.197,0.247,1.7335,3.04,3.04,0.231,1.663,3.1,3.1,0.24,1.641,3.171,3.171,0.245,6.23E+10,1.25E+10,2.15E+08,7.73E+08,1.03E+10,1.21E+09
30,66.083043,-37.764495,175,66.364882,-38.2241,1424.32,10.8,922.3846,386.7019,281.6555,921.9622,413.9056,338.9262,922.018311,408.7922,342.5226,231,36.15,172.39,9.88,7.226,34.46,34.46,1.996,7.268,34.917,34.917,2.025,7.502,34.372,34.372,1.996,7.366,33.761,33.761,1.94,7.353,34.43,34.43,1.996,7.266,35.575,35.575,2.071,8.347,146.442,146.442,9.708,1.668,29.274,29.274,1.961,1.666,29.64,29.64,1.991,1.706,29.028,29.028,1.96,1.668,28.478,28.478,1.902,1.66,29.362,29.362,1.962,1.634,30.409,30.409,2.038,6.23E+10,1.25E+10,2.15E+08,7.73E+08,1.03E+10,1.21E+09
31,65.515601,-39.501039,176,65.704539,-39.6719,894.19,45.13,1020.728,279.715,259.8358,579.2424,152.8403,177.0871,588.077454,157.2059,178.9951,238,36.15,98.27,4.005,7.226,19.644,19.644,0.807,7.268,19.676,19.676,0.808,7.3365,19.768,19.768,0.809,7.2715,19.478,19.478,0.8,7.353,19.653,19.653,0.815,7.266,19.715,19.715,0.806,7.8405,39.382,39.382,3.017,1.567,7.872,7.872,0.608,1.5915,7.908,7.908,0.611,1.593,7.935,7.935,0.609,1.661,7.845,7.845,0.604,1.5815,7.913,7.913,0.619,1.5945,7.837,7.837,0.604,2.08E+10,4.16E+09,58629440,2.37E+08,3.39E+09,4.74E+08
31,65.515601,-39.501039,179,65.566468,-40.0065,894.19,45.13,1020.728,279.715,259.8358,579.2424,152.8403,177.0871,588.077454,157.2059,178.9951,239,36.15,98.27,4.005,7.226,19.644,19.644,0.807,7.268,19.676,19.676,0.808,7.171,19.768,19.768,0.809,7.177,19.478,19.478,0.8,7.353,19.653,19.653,0.815,7.266,19.715,19.715,0.806,7.334,58.892,58.892,2.629,1.466,11.772,11.772,0.53,1.517,11.768,11.768,0.529,1.48,11.833,11.833,0.533,1.654,11.633,11.633,0.525,1.503,11.741,11.741,0.529,1.555,11.878,11.878,0.533,2.08E+10,4.16E+09,58629440,2.37E+08,3.39E+09,4.74E+08
31,65.515601,-39.501039,180,65.528074,-40.1932,894.19,45.13,1020.728,279.715,259.8358,579.2424,152.8403,177.0871,588.077454,157.2059,178.9951,,34.91,98.27,4.005,7.1995,19.644,19.644,0.807,7.2455,19.676,19.676,0.808,7.171,19.768,19.768,0.809,7.177,19.478,19.478,0.8,7.1795,19.653,19.653,0.815,7.206,19.715,19.715,0.806,7.285,5.413,,,1.456,1.082,,,1.472,1.088,,,1.4685,1.074,,,1.513,1.081,,,1.4545,1.094,,,1.4045,1.08,,,2.08E+10,4.16E+09,58629440,2.37E+08,3.39E+09,4.74E+08
31,65.515601,-39.501039,178,65.600121,-39.9412,894.19,45.13,1020.728,279.715,259.8358,579.2424,152.8403,177.0871,588.077454,157.2059,178.9951,,33.67,98.27,4.005,7.173,19.644,19.644,0.807,7.223,19.676,19.676,0.808,7.171,19.768,19.768,0.809,7.177,19.478,19.478,0.8,7.006,19.653,19.653,0.815,7.146,19.715,19.715,0.806,7.285,5.413,,,1.456,1.082,,,1.472,1.088,,,1.4685,1.074,,,1.513,1.081,,,1.4545,1.094,,,1.4045,1.08,,,2.08E+10,4.16E+09,58629440,2.37E+08,3.39E+09,4.74E+08
31,65.515601,-39.501039,177,65.627745,-39.683,894.19,45.13,1020.728,279.715,259.8358,579.2424,152.8403,177.0871,588.077454,157.2059,178.9951,,33.67,98.27,4.005,7.173,19.644,19.644,0.807,7.223,19.676,19.676,0.808,7.171,19.768,19.768,0.809,7.177,19.478,19.478,0.8,7.006,19.653,19.653,0.815,7.146,19.715,19.715,0.806,7.285,5.413,,,1.456,1.082,,,1.472,1.088,,,1.4685,1.074,,,1.513,1.081,,,1.4545,1.094,,,1.4045,1.08,,,2.08E+10,4.16E+09,58629440,2.37E+08,3.39E+09,4.74E+08
32,65.0185,-40.516111,181,65.205429,-40.7128,352.07,24.26,701.782,251.8142,215.5,700.8602,304.3634,206.4772,701.782043,298.5344,213.4569,244,33.67,21.06,0.766,7.173,4.209,4.209,0.154,7.223,4.216,4.216,0.155,7.171,4.217,4.217,0.156,7.177,4.192,4.192,0.153,7.006,4.296,4.296,0.157,7.146,4.16,4.16,0.152,7.285,21.055,21.055,0.766,1.456,4.209,4.209,0.154,1.472,4.216,4.216,0.155,1.4685,4.217,4.217,0.156,1.513,4.192,4.192,0.153,1.4545,4.296,4.296,0.157,1.4045,4.16,4.16,0.152,7.10E+09,1.42E+09,22935402,71339433,1.15E+09,1.75E+08
33,64.798479,-40.691185,184,64.86218,-41.0696,979.17,68.41,689.7011,140.4354,183.9189,437.0672,50.88505,84.42376,437.212708,51.70832,86.99564,254_257_258,33.67,143.26,5.236,7.173,28.637,28.637,1.053,7.223,28.783,28.783,1.057,7.171,28.98,28.98,1.069,7.177,28.577,28.577,1.041,7.006,28.836,28.836,1.064,7.146,28.393,28.393,1.046,7.236,2.221,2.221,0.531,1.446,0.444,0.444,0.107,1.427,0.446,0.446,0.107,1.457,0.451,0.451,0.108,1.372,0.453,0.453,0.109,1.406,0.439,0.439,0.106,1.254,0.436,0.436,0.104,3.56E+10,7.12E+09,40755121,2.60E+08,5.85E+09,9.71E+08
33,64.798479,-40.691185,185,64.741727,-40.8287,979.17,68.41,689.7011,140.4354,183.9189,437.0672,50.88505,84.42376,437.212708,51.70832,86.99564,259_260,33.67,143.26,5.236,7.173,28.637,28.637,1.053,7.223,28.783,28.783,1.057,7.171,28.98,28.98,1.069,7.177,28.577,28.577,1.041,7.006,28.836,28.836,1.064,7.146,28.393,28.393,1.046,7.285,4.249,4.249,1.632,1.456,0.849,0.849,0.329,1.472,0.852,0.852,0.33,1.4685,0.847,0.847,0.327,1.513,0.839,0.839,0.326,1.4545,0.878,0.878,0.34,1.4045,0.832,0.832,0.321,3.56E+10,7.12E+09,40755121,2.60E+08,5.85E+09,9.71E+08
33,64.798479,-40.691185,186,64.499365,-40.6762,979.17,68.41,689.7011,140.4354,183.9189,437.0672,50.88505,84.42376,437.212708,51.70832,86.99564,264_266,33.14,143.26,5.236,7.173,28.637,28.637,1.053,7.223,28.783,28.783,1.057,7.171,28.98,28.98,1.069,7.177,28.577,28.577,1.041,7.006,28.836,28.836,1.064,7.146,28.393,28.393,1.046,7.334,16.232,16.232,1.096,1.466,3.245,3.245,0.222,1.517,3.329,3.329,0.228,1.48,3.386,3.386,0.234,1.654,3.163,3.163,0.215,1.503,3.271,3.271,0.221,1.555,3.279,3.279,0.226,3.56E+10,7.12E+09,40755121,2.60E+08,5.85E+09,9.71E+08
